LRU序号,最后修改时间_AsiaShanghai,距审计日天数,类别,路径,大小_字节,治理状态,治理优先级,静态引用文件数,引用样例_最多3个,Last_materially_modified,建议治理动作,误删风险,说明
839,2026-08-02T20:09:44+08:00,1.46,测试,tests/test_cooldown_release_one_cycle_mechanics_reaudit.py,5477,保留：回归/合同测试,P4,1,research/families/f09_campaign_action_uplift/docs/cooldown_release_one_cycle_mechanics_reaudit_v1_spec_20260730.json,,确认仍保护当前实现或冻结身份；只随对应代码原子退役,高,测试零静态引用属正常，不是删除证据
840,2026-08-02T20:10:48+08:00,1.46,代码,data_paths.py,4705,当前权威：需与 v9 baseline/registry 同步,P0,16,Dockerfile | README.md | README.zh-CN.md,,核对 runtime、config、artifact、Feature DAG、权限与文档 hash；禁止按年龄删除,高,当前运营或研究治理入口；working-tree 变化必须以新身份绑定
841,2026-08-02T20:12:47+08:00,1.46,测试,tests/test_data_paths.py,4207,保留：回归/合同测试,P4,3,research/families/f09_campaign_action_uplift/docs/multi_short_reducing_buy_aggression_v1_1_spec_20260801.json | research/families/f09_campaign_action_uplift/docs/multi_short_reducing_buy_aggression_v1_spec_20260801.json | research/families/f09_campaign_action_uplift/docs/sell_add_inventory_price_penalty_randomized_replay_v1_spec_20260801.json,,确认仍保护当前实现或冻结身份；只随对应代码原子退役,高,测试零静态引用属正常，不是删除证据
842,2026-08-02T20:14:16+08:00,1.46,测试,tests/test_first_opener_decision_to_terminal_runner.py,5996,保留：回归/合同测试,P4,6,research/families/f05_fill_quality_quote_ev/audit/sell_first_fill_conditional_value_artifact.py | research/families/f05_fill_quality_quote_ev/docs/sell_first_fill_conditional_value_feasibility_v3_fit_20260730.json | research/families/f10_live_replay_attribution/audit/first_opener_decision_to_terminal_runner.py,,确认仍保护当前实现或冻结身份；只随对应代码原子退役,高,测试零静态引用属正常，不是删除证据
843,2026-08-02T20:20:43+08:00,1.45,测试,tests/test_research_family_layout.py,6157,保留：回归/合同测试,P4,0,,,确认仍保护当前实现或冻结身份；只随对应代码原子退役,中,测试零静态引用属正常，不是删除证据
844,2026-08-02T21:14:26+08:00,1.42,代码,cpp/narrowgate_cpp/dynamic_fill_hazard.hpp,15594,近期变更待观察,P4,21,cpp/narrowgate_cpp/bindings.cpp | cpp/narrowgate_cpp/dynamic_fill_hazard.cpp | research/families/f09_campaign_action_uplift/docs/post_cooldown_incremental_inventory_budget_feasibility_v1_1_spec_20260731.json,,检查测试、文档、registry 与冻结 hash 是否随本次变更同步,高,近期修改不等于语义审计或 action 权限已经完成
845,2026-08-02T21:15:42+08:00,1.42,代码,cpp/narrowgate_cpp/dynamic_fill_hazard.cpp,45294,近期变更待观察,P4,19,research/families/f09_campaign_action_uplift/docs/post_cooldown_incremental_inventory_budget_feasibility_v1_1_spec_20260731.json | research/families/f09_campaign_action_uplift/docs/post_cooldown_incremental_inventory_budget_feasibility_v1_2_spec_20260801.json | research/families/f09_campaign_action_uplift/docs/volatility_time_add_rearm_cpp_q90_parity_v1_spec_20260729.json,,检查测试、文档、registry 与冻结 hash 是否随本次变更同步,高,近期修改不等于语义审计或 action 权限已经完成
846,2026-08-02T21:19:04+08:00,1.41,代码,execution/order_lifecycle.py,23161,近期变更待观察,P4,25,execution/order_lifecycle_journal.py | models/backtest_tick.py | research/families/f04_external_market_alpha/docs/external_adverse_quote_edge_guard_exact_opener_mechanics_v2_2_execution_contract_20260803.json,,检查测试、文档、registry 与冻结 hash 是否随本次变更同步,高,近期修改不等于语义审计或 action 权限已经完成
847,2026-08-02T21:21:55+08:00,1.41,测试,tests/test_execution_order_lifecycle.py,10685,保留：回归/合同测试,P4,6,research/families/f09_campaign_action_uplift/docs/causal_v12_ranked_toxicity_exposure_guard_full_path_adapter_v1_1_execution_amendment_20260802.json | research/families/f09_campaign_action_uplift/docs/causal_v12_ranked_toxicity_exposure_guard_full_path_adapter_v1_2_execution_amendment_20260802.json | research/families/f10_live_replay_attribution/docs/buy_q90_dual_clock_terminal_routing_contract_v2_implementation_20260802.json,,确认仍保护当前实现或冻结身份；只随对应代码原子退役,高,测试零静态引用属正常，不是删除证据
848,2026-08-02T21:26:41+08:00,1.41,代码,strategy/dynamic_fill_hazard_model.py,52968,近期变更待观察,P4,36,models/backtest_tick.py | research/families/f09_campaign_action_uplift/audit/volatility_time_add_rearm_live_stack_parity.py | research/families/f09_campaign_action_uplift/docs/post_cooldown_incremental_inventory_budget_feasibility_v1_1_spec_20260731.json,,检查测试、文档、registry 与冻结 hash 是否随本次变更同步,高,近期修改不等于语义审计或 action 权限已经完成
849,2026-08-02T21:30:15+08:00,1.41,测试,tests/test_dynamic_fill_hazard_live_action.py,13462,保留：回归/合同测试,P4,3,research/families/f10_live_replay_attribution/docs/buy_q90_dual_clock_terminal_routing_contract_v2_implementation_20260802.json | research/families/f10_live_replay_attribution/docs/buy_q90_fresh_prospective_placement_recovery_v4_implementation_20260802.json | tests/test_buy_q90_dual_clock_terminal_routing_contract_v2.py,,确认仍保护当前实现或冻结身份；只随对应代码原子退役,高,测试零静态引用属正常，不是删除证据
850,2026-08-02T21:34:21+08:00,1.4,冻结规范/登记表,research/families/f10_live_replay_attribution/docs/buy_q90_fresh_prospective_placement_recovery_v4_implementation_20260802.json,4817,受保护：历史/冻结证据,P3,9,research/families/f10_live_replay_attribution/docs/buy_q90_abi_v4_40day_lockstep_v1_1_spec_20260803.json | research/families/f10_live_replay_attribution/docs/buy_q90_abi_v4_40day_lockstep_v1_2_spec_20260803.json | research/families/f10_live_replay_attribution/docs/buy_q90_abi_v4_40day_lockstep_v1_3_spec_20260803.json,,核对身份、hash 与 current/superseded 声明；禁止因年龄改写结论,高,冻结证据只允许索引、路径解析与解释层治理
851,2026-08-02T21:34:21+08:00,1.4,文档,research/families/f10_live_replay_attribution/docs/buy_q90_fresh_prospective_placement_recovery_v4_implementation_20260802.md,3229,受保护：历史/冻结证据,P3,1,research/registry.json,2026-08-02,核对身份、hash 与 current/superseded 声明；禁止因年龄改写结论,高,冻结证据只允许索引、路径解析与解释层治理
852,2026-08-02T21:45:26+08:00,1.4,代码,research/families/f09_campaign_action_uplift/audit/ranked_toxicity_guard_full_path_mechanics.py,39089,近期变更待观察,P4,1,research/families/f09_campaign_action_uplift/docs/causal_v12_ranked_toxicity_exposure_guard_full_path_mechanics_v1_5_implementation_failure_20260802.json,,检查测试、文档、registry 与冻结 hash 是否随本次变更同步,高,近期修改不等于语义审计或 action 权限已经完成
853,2026-08-02T21:45:59+08:00,1.4,代码,research/families/f09_campaign_action_uplift/audit/ranked_toxicity_guard_authoritative_replay_v1_5.py,25336,近期变更待观察,P4,10,research/families/f09_campaign_action_uplift/audit/ranked_toxicity_guard_authoritative_replay_v2.py | research/families/f09_campaign_action_uplift/audit/ranked_toxicity_guard_carryover_safe_execution_v2_2.py | research/families/f09_campaign_action_uplift/audit/ranked_toxicity_guard_full_path_mechanics.py,,检查测试、文档、registry 与冻结 hash 是否随本次变更同步,高,近期修改不等于语义审计或 action 权限已经完成
854,2026-08-02T21:46:40+08:00,1.4,测试,tests/test_ranked_toxicity_guard_authoritative_replay_v1_5.py,9458,保留：回归/合同测试,P4,0,,,确认仍保护当前实现或冻结身份；只随对应代码原子退役,中,测试零静态引用属正常，不是删除证据
855,2026-08-02T22:09:37+08:00,1.38,冻结规范/登记表,research/families/f09_campaign_action_uplift/docs/causal_v12_ranked_toxicity_exposure_guard_full_path_mechanics_v1_5_implementation_failure_20260802.json,5440,受保护：历史/冻结证据,P3,3,research/families/f09_campaign_action_uplift/docs/causal_v12_ranked_toxicity_exposure_guard_carryover_safe_v2_mechanics_spec_20260803.json | research/families/f09_campaign_action_uplift/docs/causal_v12_ranked_toxicity_exposure_guard_full_path_mechanics_v1_5_implementation_failure_20260802.md | research/registry.json,,核对身份、hash 与 current/superseded 声明；禁止因年龄改写结论,高,冻结证据只允许索引、路径解析与解释层治理
856,2026-08-02T22:09:37+08:00,1.38,文档,research/families/f09_campaign_action_uplift/docs/causal_v12_ranked_toxicity_exposure_guard_full_path_mechanics_v1_5_implementation_failure_20260802.md,3178,受保护：历史/冻结证据,P3,1,project.md,2026-08-02,核对身份、hash 与 current/superseded 声明；禁止因年龄改写结论,高,冻结证据只允许索引、路径解析与解释层治理
857,2026-08-02T22:14:42+08:00,1.38,冻结规范/登记表,research/families/f04_external_market_alpha/docs/external_adverse_quote_edge_guard_exact_opener_mechanics_v2_1_collection_preflight_failure_20260802.json,4511,受保护：历史/冻结证据,P3,1,research/families/f04_external_market_alpha/docs/external_adverse_quote_edge_guard_exact_opener_mechanics_v2_1_collection_preflight_failure_20260802.md,,核对身份、hash 与 current/superseded 声明；禁止因年龄改写结论,高,冻结证据只允许索引、路径解析与解释层治理
858,2026-08-02T22:14:42+08:00,1.38,文档,research/families/f04_external_market_alpha/docs/external_adverse_quote_edge_guard_exact_opener_mechanics_v2_1_collection_preflight_failure_20260802.md,2686,受保护：历史/冻结证据,P3,1,research/families/f04_external_market_alpha/docs/babel_external_market_research_map.md,2026-08-02,核对身份、hash 与 current/superseded 声明；禁止因年龄改写结论,高,冻结证据只允许索引、路径解析与解释层治理
859,2026-08-02T22:21:26+08:00,1.37,文档,research/families/f04_external_market_alpha/docs/babel_external_market_research_map.md,7900,受保护：历史/冻结证据,P3,1,research/registry.json,2026-08-02,核对身份、hash 与 current/superseded 声明；禁止因年龄改写结论,高,冻结证据只允许索引、路径解析与解释层治理
860,2026-08-02T22:24:18+08:00,1.37,测试,tests/test_ranked_toxicity_guard_full_path_adapter_contract.py,1422,保留：回归/合同测试,P4,3,research/families/f09_campaign_action_uplift/docs/causal_v12_ranked_toxicity_exposure_guard_full_path_adapter_v1_1_execution_amendment_20260802.json | research/families/f09_campaign_action_uplift/docs/causal_v12_ranked_toxicity_exposure_guard_full_path_adapter_v1_2_execution_amendment_20260802.json | research/families/f10_live_replay_attribution/docs/buy_q90_dual_clock_terminal_routing_contract_v2_implementation_20260802.json,,确认仍保护当前实现或冻结身份；只随对应代码原子退役,高,测试零静态引用属正常，不是删除证据
861,2026-08-02T22:24:18+08:00,1.37,测试,tests/test_ranked_toxicity_guard_full_path_adapter_contract_v1_4.py,2683,保留：回归/合同测试,P4,1,research/families/f09_campaign_action_uplift/docs/causal_v12_ranked_toxicity_exposure_guard_full_path_adapter_v1_4_execution_amendment_20260802.json,,确认仍保护当前实现或冻结身份；只随对应代码原子退役,高,测试零静态引用属正常，不是删除证据
862,2026-08-03T03:42:50+08:00,1.15,代码,research/families/f09_campaign_action_uplift/audit/ranked_toxicity_guard_authoritative_replay_v2.py,9598,近期变更待观察,P4,8,research/families/f09_campaign_action_uplift/audit/ranked_toxicity_guard_carryover_safe_execution_v2_1.py | research/families/f09_campaign_action_uplift/audit/ranked_toxicity_guard_carryover_safe_execution_v2_2.py | research/families/f09_campaign_action_uplift/audit/ranked_toxicity_guard_full_path_mechanics_v2.py,,检查测试、文档、registry 与冻结 hash 是否随本次变更同步,高,近期修改不等于语义审计或 action 权限已经完成
863,2026-08-03T03:44:26+08:00,1.15,代码,strategy/order_manager.py,29636,近期变更待观察,P4,22,.github/skills/mm-as-glft-ml-spread/SKILL.md | execution/exact_opportunity_tape_runtime.py | project.md,,检查测试、文档、registry 与冻结 hash 是否随本次变更同步,高,近期修改不等于语义审计或 action 权限已经完成
864,2026-08-03T03:49:31+08:00,1.14,代码,research/families/f09_campaign_action_uplift/audit/ranked_toxicity_guard_full_path_mechanics_v2.py,25125,近期变更待观察,P4,2,research/families/f09_campaign_action_uplift/docs/causal_v12_ranked_toxicity_exposure_guard_carryover_safe_v2_implementation_20260803.json | research/families/f09_campaign_action_uplift/docs/causal_v12_ranked_toxicity_exposure_guard_carryover_safe_v2_mechanics_spec_20260803.json,,检查测试、文档、registry 与冻结 hash 是否随本次变更同步,高,近期修改不等于语义审计或 action 权限已经完成
865,2026-08-03T03:51:29+08:00,1.14,代码,research/families/f04_external_market_alpha/audit/exact_opener_opportunity_tape_contract_v2_2.py,6032,近期变更待观察,P4,2,research/families/f04_external_market_alpha/docs/external_adverse_quote_edge_guard_exact_opener_mechanics_v2_2_execution_contract_20260803.json | tests/test_exact_opener_opportunity_tape_contract_v2_2.py,,检查测试、文档、registry 与冻结 hash 是否随本次变更同步,高,近期修改不等于语义审计或 action 权限已经完成
866,2026-08-03T03:52:04+08:00,1.14,冻结规范/登记表,research/families/f10_live_replay_attribution/docs/buy_q90_abi_v4_40day_lockstep_v1_spec_20260803.json,6217,受保护：历史/冻结证据,P3,1,research/families/f10_live_replay_attribution/docs/buy_q90_abi_v4_40day_lockstep_v1_1_spec_20260803.json,,核对身份、hash 与 current/superseded 声明；禁止因年龄改写结论,高,冻结证据只允许索引、路径解析与解释层治理
867,2026-08-03T03:52:12+08:00,1.14,代码,research/families/f04_external_market_alpha/audit/exact_opener_opportunity_tape_v2_2.py,14674,近期变更待观察,P4,3,research/families/f04_external_market_alpha/docs/external_adverse_quote_edge_guard_exact_opener_mechanics_v2_2_execution_contract_20260803.json | scripts/exact_opportunity_tape_v2_2.py | tests/test_exact_opportunity_tape_v2_2.py,,检查测试、文档、registry 与冻结 hash 是否随本次变更同步,高,近期修改不等于语义审计或 action 权限已经完成
868,2026-08-03T03:52:12+08:00,1.14,代码,scripts/exact_opportunity_tape_v2_2.py,3214,近期变更待观察,P4,1,research/families/f04_external_market_alpha/docs/external_adverse_quote_edge_guard_exact_opener_mechanics_v2_2_execution_contract_20260803.json,,检查测试、文档、registry 与冻结 hash 是否随本次变更同步,高,近期修改不等于语义审计或 action 权限已经完成
869,2026-08-03T04:04:00+08:00,1.13,测试,tests/test_exact_opportunity_tape_v2_2.py,10938,保留：回归/合同测试,P4,1,research/families/f04_external_market_alpha/docs/external_adverse_quote_edge_guard_exact_opener_mechanics_v2_2_execution_contract_20260803.json,,确认仍保护当前实现或冻结身份；只随对应代码原子退役,高,测试零静态引用属正常，不是删除证据
870,2026-08-03T04:04:32+08:00,1.13,代码,execution/exact_opportunity_tape_runtime.py,26526,近期变更待观察,P4,5,research/families/f04_external_market_alpha/audit/exact_opener_opportunity_tape_v2_2.py | research/families/f04_external_market_alpha/docs/external_adverse_quote_edge_guard_exact_opener_mechanics_v2_2_execution_contract_20260803.json | scripts/exact_opportunity_tape_v2_2.py,,检查测试、文档、registry 与冻结 hash 是否随本次变更同步,高,近期修改不等于语义审计或 action 权限已经完成
871,2026-08-03T04:54:34+08:00,1.1,文档,research/families/f04_external_market_alpha/docs/external_adverse_quote_edge_guard_exact_opener_mechanics_v2_2_20260803.md,2470,受保护：历史/冻结证据,P3,1,research/registry.json,2026-08-03,核对身份、hash 与 current/superseded 声明；禁止因年龄改写结论,高,冻结证据只允许索引、路径解析与解释层治理
872,2026-08-03T04:55:16+08:00,1.1,冻结规范/登记表,research/families/f04_external_market_alpha/docs/external_adverse_quote_edge_guard_exact_opener_mechanics_v2_2_execution_contract_20260803.json,6922,受保护：历史/冻结证据,P3,1,research/registry.json,,核对身份、hash 与 current/superseded 声明；禁止因年龄改写结论,高,冻结证据只允许索引、路径解析与解释层治理
873,2026-08-03T04:55:26+08:00,1.1,冻结规范/登记表,research/families/f04_external_market_alpha/docs/external_adverse_quote_edge_guard_exact_opener_mechanics_v2_2_audit_20260803.json,878,受保护：历史/冻结证据,P3,1,research/registry.json,,核对身份、hash 与 current/superseded 声明；禁止因年龄改写结论,高,冻结证据只允许索引、路径解析与解释层治理
874,2026-08-03T04:57:25+08:00,1.1,冻结规范/登记表,research/families/f10_live_replay_attribution/docs/buy_q90_abi_v4_40day_lockstep_v1_1_spec_20260803.json,6943,受保护：历史/冻结证据,P3,1,research/families/f10_live_replay_attribution/docs/buy_q90_abi_v4_40day_lockstep_v1_2_spec_20260803.json,,核对身份、hash 与 current/superseded 声明；禁止因年龄改写结论,高,冻结证据只允许索引、路径解析与解释层治理
875,2026-08-03T04:59:20+08:00,1.09,冻结规范/登记表,research/families/f10_live_replay_attribution/docs/buy_q90_abi_v4_40day_lockstep_v1_2_spec_20260803.json,6900,受保护：历史/冻结证据,P3,1,research/families/f10_live_replay_attribution/docs/buy_q90_abi_v4_40day_lockstep_v1_3_spec_20260803.json,,核对身份、hash 与 current/superseded 声明；禁止因年龄改写结论,高,冻结证据只允许索引、路径解析与解释层治理
876,2026-08-03T05:00:43+08:00,1.09,代码,research/families/f09_campaign_action_uplift/audit/causal_v12_ranked_toxicity_exposure_guard_full_path_adapter_v2.py,23701,近期变更待观察,P4,6,research/families/f09_campaign_action_uplift/audit/ranked_toxicity_guard_authoritative_replay_v2.py | research/families/f09_campaign_action_uplift/docs/causal_v12_ranked_toxicity_exposure_guard_carryover_safe_v2_1_execution_spec_20260803.json | research/families/f09_campaign_action_uplift/docs/causal_v12_ranked_toxicity_exposure_guard_carryover_safe_v2_2_execution_spec_20260803.json,,检查测试、文档、registry 与冻结 hash 是否随本次变更同步,高,近期修改不等于语义审计或 action 权限已经完成
877,2026-08-03T05:00:55+08:00,1.09,冻结规范/登记表,research/families/f10_live_replay_attribution/docs/buy_q90_abi_v4_40day_lockstep_v1_3_spec_20260803.json,6883,受保护：历史/冻结证据,P3,1,research/families/f10_live_replay_attribution/docs/buy_q90_abi_v4_40day_lockstep_v1_4_spec_20260803.json,,核对身份、hash 与 current/superseded 声明；禁止因年龄改写结论,高,冻结证据只允许索引、路径解析与解释层治理
878,2026-08-03T05:01:09+08:00,1.09,测试,tests/test_ranked_toxicity_guard_carryover_safe_assignment_v2.py,15975,保留：回归/合同测试,P4,1,research/families/f09_campaign_action_uplift/docs/causal_v12_ranked_toxicity_exposure_guard_carryover_safe_v2_implementation_20260803.json,,确认仍保护当前实现或冻结身份；只随对应代码原子退役,高,测试零静态引用属正常，不是删除证据
880,2026-08-03T05:12:23+08:00,1.09,冻结规范/登记表,research/families/f10_live_replay_attribution/docs/buy_q90_abi_v4_40day_lockstep_v1_4_spec_20260803.json,6993,受保护：历史/冻结证据,P3,2,research/families/f10_live_replay_attribution/docs/buy_q90_abi_v4_40day_lockstep_v1_4_smoke_failure_20260803.json | research/families/f10_live_replay_attribution/docs/buy_q90_abi_v4_40day_lockstep_v1_5_spec_20260803.json,,核对身份、hash 与 current/superseded 声明；禁止因年龄改写结论,高,冻结证据只允许索引、路径解析与解释层治理
881,2026-08-03T05:16:13+08:00,1.08,冻结规范/登记表,research/families/f09_campaign_action_uplift/docs/causal_v12_ranked_toxicity_exposure_guard_carryover_safe_v2_mechanics_spec_20260803.json,14095,受保护：历史/冻结证据,P3,6,research/families/f09_campaign_action_uplift/docs/causal_v12_ranked_toxicity_exposure_guard_carryover_safe_v2_1_execution_spec_20260803.json | research/families/f09_campaign_action_uplift/docs/causal_v12_ranked_toxicity_exposure_guard_carryover_safe_v2_2_execution_spec_20260803.json | research/families/f09_campaign_action_uplift/docs/causal_v12_ranked_toxicity_exposure_guard_carryover_safe_v2_implementation_20260803.json,,核对身份、hash 与 current/superseded 声明；禁止因年龄改写结论,高,冻结证据只允许索引、路径解析与解释层治理
882,2026-08-03T05:17:13+08:00,1.08,冻结规范/登记表,research/families/f09_campaign_action_uplift/docs/causal_v12_ranked_toxicity_exposure_guard_carryover_safe_v2_implementation_20260803.json,4703,受保护：历史/冻结证据,P3,2,research/families/f09_campaign_action_uplift/docs/causal_v12_ranked_toxicity_exposure_guard_carryover_safe_v2_1_execution_spec_20260803.json | research/families/f09_campaign_action_uplift/docs/causal_v12_ranked_toxicity_exposure_guard_carryover_safe_v2_implementation_20260803.md,,核对身份、hash 与 current/superseded 声明；禁止因年龄改写结论,高,冻结证据只允许索引、路径解析与解释层治理
883,2026-08-03T05:17:13+08:00,1.08,文档,research/families/f09_campaign_action_uplift/docs/causal_v12_ranked_toxicity_exposure_guard_carryover_safe_v2_implementation_20260803.md,2024,受保护：历史/冻结证据,P3,0,,2026-08-03,核对身份、hash 与 current/superseded 声明；禁止因年龄改写结论,高,冻结证据只允许索引、路径解析与解释层治理
884,2026-08-03T05:20:08+08:00,1.08,文档,docs/replay_cache_materialization_contract.md,7892,近期变更待观察,P4,1,docs/feature_dag_contract.md,2026-08-03,检查测试、文档、registry 与冻结 hash 是否随本次变更同步,高,近期修改不等于语义审计或 action 权限已经完成
885,2026-08-03T05:22:16+08:00,1.08,测试,tests/test_replay_cache_dag_audit.py,2034,保留：回归/合同测试,P4,0,,,确认仍保护当前实现或冻结身份；只随对应代码原子退役,中,测试零静态引用属正常，不是删除证据
886,2026-08-03T05:22:16+08:00,1.08,代码,scripts/audit_legacy_replay_cache.py,1662,近期变更待观察,P4,2,docs/replay_cache_dag_v2_governance_20260803.md | docs/replay_cache_materialization_contract.md,,检查测试、文档、registry 与冻结 hash 是否随本次变更同步,高,近期修改不等于语义审计或 action 权限已经完成
887,2026-08-03T05:22:16+08:00,1.08,代码,models/replay_cache_dag.py,14997,近期变更待观察,P4,10,data/README.md | docs/feature_dag_contract.md | docs/replay_cache_materialization_contract.md,,检查测试、文档、registry 与冻结 hash 是否随本次变更同步,高,近期修改不等于语义审计或 action 权限已经完成
888,2026-08-03T05:22:16+08:00,1.08,代码,models/replay_cache_audit.py,5833,近期变更待观察,P4,3,docs/replay_cache_dag_v2_governance_20260803.md | scripts/audit_legacy_replay_cache.py | tests/test_replay_cache_dag_audit.py,,检查测试、文档、registry 与冻结 hash 是否随本次变更同步,高,近期修改不等于语义审计或 action 权限已经完成
889,2026-08-03T05:22:16+08:00,1.08,测试,tests/test_window_component_cache.py,5031,保留：回归/合同测试,P4,0,,,确认仍保护当前实现或冻结身份；只随对应代码原子退役,中,测试零静态引用属正常，不是删除证据
890,2026-08-03T05:22:16+08:00,1.08,代码,models/replay_cache_components.py,26533,近期变更待观察,P4,2,models/data_windows.py | tests/test_replay_cache_dag_components.py,,检查测试、文档、registry 与冻结 hash 是否随本次变更同步,高,近期修改不等于语义审计或 action 权限已经完成
891,2026-08-03T05:22:16+08:00,1.08,代码,models/data_windows.py,49382,近期变更待观察,P4,54,docs/marketdata_storage_relocation_20260730.md | models/prewarm_tick_cache.py | models/quote_context_batch.py,,检查测试、文档、registry 与冻结 hash 是否随本次变更同步,高,近期修改不等于语义审计或 action 权限已经完成
892,2026-08-03T05:23:12+08:00,1.08,测试,tests/test_replay_cache_dag_components.py,10554,保留：回归/合同测试,P4,0,,,确认仍保护当前实现或冻结身份；只随对应代码原子退役,中,测试零静态引用属正常，不是删除证据
893,2026-08-03T05:23:56+08:00,1.08,冻结规范/登记表,research/families/f10_live_replay_attribution/docs/buy_q90_abi_v4_40day_lockstep_v1_4_smoke_failure_20260803.json,1401,受保护：历史/冻结证据,P3,0,,,核对身份、hash 与 current/superseded 声明；禁止因年龄改写结论,高,冻结证据只允许索引、路径解析与解释层治理
894,2026-08-03T05:23:56+08:00,1.08,文档,research/families/f10_live_replay_attribution/docs/buy_q90_abi_v4_40day_lockstep_v1_4_smoke_failure_20260803.md,1564,受保护：历史/冻结证据,P3,0,,2026-08-03,核对身份、hash 与 current/superseded 声明；禁止因年龄改写结论,高,冻结证据只允许索引、路径解析与解释层治理
895,2026-08-03T05:24:11+08:00,1.08,冻结规范/登记表,research/families/f10_live_replay_attribution/docs/buy_q90_abi_v4_40day_lockstep_v1_5_spec_20260803.json,7271,受保护：历史/冻结证据,P3,1,research/families/f10_live_replay_attribution/docs/buy_q90_abi_v4_40day_lockstep_v1_6_spec_20260803.json,,核对身份、hash 与 current/superseded 声明；禁止因年龄改写结论,高,冻结证据只允许索引、路径解析与解释层治理
896,2026-08-03T05:26:25+08:00,1.08,代码,docs/replay_cache_legacy_reference_audit_20260803.json,193201,近期变更待观察,P4,1,docs/replay_cache_dag_v2_governance_20260803.md,,检查测试、文档、registry 与冻结 hash 是否随本次变更同步,高,近期修改不等于语义审计或 action 权限已经完成
897,2026-08-03T05:26:49+08:00,1.08,文档,docs/replay_cache_dag_v2_governance_20260803.md,3945,近期变更待观察,P4,1,docs/replay_cache_materialization_contract.md,2026-08-03,检查测试、文档、registry 与冻结 hash 是否随本次变更同步,高,近期修改不等于语义审计或 action 权限已经完成
898,2026-08-03T05:34:53+08:00,1.07,代码,strategy/replay_controls.py,18972,近期变更待观察,P4,30,models/backtest_config.py | models/backtest_tick.py | models/replay_contract.py,,检查测试、文档、registry 与冻结 hash 是否随本次变更同步,高,近期修改不等于语义审计或 action 权限已经完成
899,2026-08-03T05:35:47+08:00,1.07,测试,tests/test_dynamic_fill_hazard_cpp_parity.py,26576,保留：回归/合同测试,P4,9,research/families/f10_live_replay_attribution/audit/buy_q90_portfolio_path_attribution.py | research/families/f10_live_replay_attribution/docs/buy_q90_abi_v4_40day_lockstep_v1_6_spec_20260803.json | research/families/f10_live_replay_attribution/docs/buy_q90_causal_visibility_clock_parity_v1_1_spec_20260731.json,,确认仍保护当前实现或冻结身份；只随对应代码原子退役,高,测试零静态引用属正常，不是删除证据
900,2026-08-03T05:35:47+08:00,1.07,测试,tests/test_buy_q90_abi_v4_40day_lockstep.py,4659,保留：回归/合同测试,P4,7,research/families/f10_live_replay_attribution/docs/buy_q90_abi_v4_40day_lockstep_v1_1_spec_20260803.json | research/families/f10_live_replay_attribution/docs/buy_q90_abi_v4_40day_lockstep_v1_2_spec_20260803.json | research/families/f10_live_replay_attribution/docs/buy_q90_abi_v4_40day_lockstep_v1_3_spec_20260803.json,,确认仍保护当前实现或冻结身份；只随对应代码原子退役,高,测试零静态引用属正常，不是删除证据
901,2026-08-03T05:36:22+08:00,1.07,代码,research/families/f10_live_replay_attribution/audit/buy_q90_abi_v4_40day_lockstep.py,26686,近期变更待观察,P4,7,research/families/f10_live_replay_attribution/docs/buy_q90_abi_v4_40day_lockstep_v1_1_spec_20260803.json | research/families/f10_live_replay_attribution/docs/buy_q90_abi_v4_40day_lockstep_v1_2_spec_20260803.json | research/families/f10_live_replay_attribution/docs/buy_q90_abi_v4_40day_lockstep_v1_3_spec_20260803.json,,检查测试、文档、registry 与冻结 hash 是否随本次变更同步,高,近期修改不等于语义审计或 action 权限已经完成
902,2026-08-03T05:38:06+08:00,1.07,冻结规范/登记表,research/families/f10_live_replay_attribution/docs/buy_q90_abi_v4_40day_lockstep_v1_6_spec_20260803.json,7892,受保护：历史/冻结证据,P3,3,research/families/f10_live_replay_attribution/audit/buy_q90_abi_v4_40day_lockstep.py | research/families/f10_live_replay_attribution/docs/buy_q90_abi_v4_40day_lockstep_v1_6_one_day_smoke_20260803.json | research/registry.json,,核对身份、hash 与 current/superseded 声明；禁止因年龄改写结论,高,冻结证据只允许索引、路径解析与解释层治理
903,2026-08-03T05:48:13+08:00,1.06,代码,research/families/f09_campaign_action_uplift/audit/ranked_toxicity_guard_carryover_safe_execution_v2_1.py,17891,近期变更待观察,P4,2,research/families/f09_campaign_action_uplift/docs/causal_v12_ranked_toxicity_exposure_guard_carryover_safe_v2_1_execution_spec_20260803.json | research/families/f09_campaign_action_uplift/docs/causal_v12_ranked_toxicity_exposure_guard_carryover_safe_v2_2_execution_spec_20260803.json,,检查测试、文档、registry 与冻结 hash 是否随本次变更同步,高,近期修改不等于语义审计或 action 权限已经完成
904,2026-08-03T05:48:53+08:00,1.06,冻结规范/登记表,research/families/f09_campaign_action_uplift/docs/causal_v12_ranked_toxicity_exposure_guard_carryover_safe_v2_1_execution_spec_20260803.json,6677,受保护：历史/冻结证据,P3,3,research/families/f09_campaign_action_uplift/docs/causal_v12_ranked_toxicity_exposure_guard_carryover_safe_v2_1_execution_failure_20260803.json | research/families/f09_campaign_action_uplift/docs/causal_v12_ranked_toxicity_exposure_guard_carryover_safe_v2_2_execution_spec_20260803.json | tests/test_ranked_toxicity_guard_carryover_safe_execution_v2_1.py,,核对身份、hash 与 current/superseded 声明；禁止因年龄改写结论,高,冻结证据只允许索引、路径解析与解释层治理
